--with-select_module,--with-poll_module,--with-threads,--with-file-aio,--with-http_ssl_module,--with-http_v2_module,--with-http_realip_module,--with-http_addition_module,--with-http_xslt_module,--with-http_xslt_module=dynamic,--with-http_image_filter_module,--with-http_image_filter_module=dynamic,--with-http_geoip_module,--with-http_geoip_module=dynamic,--with-http_sub_module,--with-http_dav_module,--with-http_flv_module,--with-http_mp4_module,--with-http_gunzip_module,--with-http_gzip_static_module,--with-http_auth_request_module,--with-http_random_index_module,--with-http_secure_link_module,--with-http_degradation_module,--with-http_slice_module,--with-http_stub_status_module,--with-http_perl_module=dynamic,--with-mail,--with-mail=dynamic,--with-mail_ssl_module,--with-stream,--with-stream=dynamic,--with-stream_ssl_module,--with-stream_realip_module,--with-stream_geoip_module,--with-stream_geoip_module=dynamic,--with-stream_ssl_preread_module,--with-google_perftools_module,--with-compat,--with-pcre,--with-pcre-jit,--with-zlib-asm=CPU,--with-libatomic,--with-debug,--without-select_module,--without-poll_module,--without-http_charset_module,--without-http_gzip_module,--without-http_ssi_module,--without-http_userid_module,--without-http_access_module,--without-http_auth_basic_module,--without-http_mirror_module,--without-http_autoindex_module,--without-http_geo_module,--without-http_map_module,--without-http_split_clients_module,--without-http_referer_module,--without-http_rewrite_module,--without-http_proxy_module,--without-http_fastcgi_module,--without-http_uwsgi_module,--without-http_scgi_module,--without-http_grpc_module,--without-http_memcached_module,--without-http_limit_conn_module,--without-http_limit_req_module,--without-http_empty_gif_module,--without-http_browser_module,--without-http_upstream_hash_module,--without-http_upstream_ip_hash_module,--without-http_upstream_least_conn_module,--without-http_upstream_random_module,--without-http_upstream_keepalive_module,--without-http_upstream_zone_module,--without-http,--without-http-cache,--without-mail_pop3_module,--without-mail_imap_module,--without-mail_smtp_module,--without-stream_limit_conn_module,--without-stream_access_module,--without-stream_geo_module,--without-stream_map_module,--without-stream_split_clients_module,--without-stream_return_module,--without-stream_upstream_hash_module,--without-stream_upstream_least_conn_module,--without-stream_upstream_random_module,--without-stream_upstream_zone_module,binary-size,unit,nr-of-gadgets
true,true,false,false,false,true,true,true,false,true,false,false,false,true,true,false,true,true,false,true,false,true,true,true,false,true,false,false,false,false,false,false,false,true,true,true,true,true,false,true,false,false,false,false,true,true,true,false,true,false,false,false,false,true,false,true,true,true,true,true,false,false,false,false,true,true,false,true,false,true,true,false,false,true,true,true,false,false,true,false,false,false,true,false,false,false,false,false,true,false,1478880,bytes,12132
true,false,false,false,false,true,false,false,false,false,true,true,false,false,false,false,false,false,false,false,true,true,false,false,true,true,true,true,false,false,true,false,false,true,false,true,false,false,true,true,false,false,false,false,false,true,true,false,true,false,true,true,false,false,true,true,true,true,false,true,true,false,true,true,true,true,false,true,true,true,true,true,true,false,true,true,true,true,true,true,false,true,false,false,false,true,true,false,true,true,2305704,bytes,16986
true,true,false,true,true,false,true,false,false,false,false,false,true,false,true,false,true,false,false,true,false,false,false,true,false,true,true,true,false,true,false,true,true,true,true,true,true,true,false,true,false,true,true,false,false,true,false,true,true,false,true,false,true,true,true,false,false,false,false,false,true,true,true,false,true,true,true,false,true,true,false,true,false,false,false,true,true,false,true,false,true,true,false,false,false,true,false,true,false,false,2172312,bytes,16640
true,false,true,false,true,false,false,false,false,false,true,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,true,true,false,false,true,true,false,true,false,true,true,false,true,false,true,false,false,true,false,false,true,true,true,true,false,false,true,true,false,false,true,true,false,true,true,true,false,true,true,false,false,true,false,true,false,false,false,true,true,false,true,true,false,false,true,true,false,false,2104424,bytes,16365
false,true,true,false,true,true,true,true,true,false,false,false,true,false,false,false,false,true,false,true,true,false,true,false,false,false,true,true,true,true,false,false,true,false,false,false,false,true,true,false,true,false,true,false,false,true,true,true,true,true,false,true,true,false,false,true,true,false,true,false,true,false,false,true,true,false,true,false,true,false,true,true,false,true,true,true,true,false,false,false,false,false,false,false,true,false,true,true,true,true,1799824,bytes,14391
false,false,false,true,true,false,true,true,false,false,true,false,true,true,false,false,true,true,false,true,false,false,true,true,false,true,false,true,false,true,true,true,true,false,false,false,true,false,true,false,true,true,false,false,false,true,true,false,false,false,true,true,false,false,true,true,false,false,false,false,true,false,true,true,true,true,false,false,false,true,true,true,true,true,true,false,true,false,false,true,false,false,false,false,true,false,true,true,false,false,4756752,bytes,31968
true,false,false,false,false,false,false,false,true,true,false,true,true,false,false,false,false,true,false,true,false,true,true,false,true,false,true,false,true,true,false,false,true,false,false,true,false,false,false,false,false,false,true,false,false,false,true,true,false,true,false,false,false,false,false,false,true,false,true,false,true,true,true,false,false,true,false,true,true,true,true,true,false,false,false,false,true,true,true,true,true,true,false,true,false,true,true,true,false,true,4092096,bytes,27391
true,false,false,false,false,false,false,true,false,false,true,false,true,true,true,false,true,false,true,false,false,true,false,true,true,true,false,true,false,false,false,false,true,false,false,true,false,false,false,false,true,true,false,false,true,true,true,true,false,false,true,false,false,true,true,false,true,true,true,false,false,false,false,false,false,true,false,true,false,true,false,false,false,false,false,true,true,false,true,true,true,true,true,false,false,false,false,false,false,true,1702440,bytes,13689
true,true,false,false,true,false,true,true,true,true,false,true,false,true,false,false,true,false,true,false,true,false,false,true,true,true,false,true,false,true,true,false,false,true,true,true,true,false,false,true,true,true,true,false,false,false,false,true,true,true,false,true,false,false,false,false,true,false,false,false,true,true,true,true,false,true,true,false,false,false,false,false,false,true,false,false,false,true,false,true,false,true,true,true,false,false,false,false,true,true,5442480,bytes,34897
true,true,false,false,false,false,false,true,true,false,true,true,true,true,false,true,true,true,false,false,true,true,false,true,false,false,false,true,false,false,true,false,false,false,true,true,false,false,true,false,true,false,true,false,true,false,true,true,true,true,true,true,false,true,false,true,true,true,true,false,true,false,false,true,true,true,false,true,false,true,false,true,true,false,false,true,false,true,true,false,false,true,true,true,false,false,true,true,true,true,2216880,bytes,16492
true,true,false,false,false,true,false,true,false,false,false,false,true,true,true,true,false,true,false,true,false,true,true,false,false,true,true,true,true,false,true,true,true,false,true,true,false,true,true,false,false,true,true,false,false,true,false,false,true,false,false,true,false,true,true,false,true,false,false,false,true,false,true,true,false,false,false,false,true,true,false,true,true,true,true,true,true,false,true,true,true,false,false,false,true,true,false,true,true,true,1762008,bytes,14071
false,true,false,true,true,false,false,true,true,true,false,false,true,false,false,true,true,false,true,true,false,false,false,false,false,true,false,true,false,true,true,false,true,false,true,true,false,false,false,false,false,true,false,false,true,true,true,true,true,false,true,true,true,false,false,true,true,true,false,true,true,true,false,false,false,false,false,false,false,true,true,false,false,false,true,true,false,true,false,false,false,true,true,true,true,false,true,false,true,true,2642312,bytes,19541
false,false,true,true,true,false,false,false,false,true,false,true,false,true,true,true,false,false,true,false,true,true,true,true,true,false,true,true,false,false,false,false,true,false,false,false,true,false,true,false,true,false,true,false,false,true,true,false,true,true,false,false,true,false,false,true,true,true,false,false,true,false,false,true,true,true,true,true,false,true,false,false,false,false,false,true,false,true,false,true,true,false,true,false,true,true,true,true,true,true,1819360,bytes,14157
false,false,true,true,true,true,true,true,false,false,true,false,true,true,false,false,true,false,true,true,true,true,true,true,true,true,true,false,true,false,true,false,false,false,true,true,false,true,true,false,true,true,true,false,true,false,true,true,false,true,false,true,true,true,true,false,false,false,false,true,false,false,true,false,true,true,true,false,true,false,false,false,true,false,true,true,false,true,false,true,true,true,false,true,true,false,true,true,true,true,2045576,bytes,15293
true,false,false,false,false,true,false,true,true,true,true,false,true,false,true,true,true,false,false,true,true,true,false,true,true,true,false,false,false,false,true,true,false,false,true,true,false,true,true,true,false,true,false,false,false,true,true,true,true,false,false,false,true,false,false,true,false,true,false,false,true,true,false,true,false,false,false,true,true,true,false,false,false,false,true,true,true,true,false,false,false,true,true,true,true,false,false,false,false,true,1507144,bytes,12272
false,false,true,false,true,false,true,true,true,false,false,false,false,false,true,false,false,true,true,false,false,false,true,true,false,false,true,true,true,false,true,false,true,true,false,false,true,true,true,true,false,false,false,false,true,false,false,false,false,true,false,false,true,false,true,true,true,true,false,false,false,true,true,true,true,false,false,true,false,false,true,false,true,true,false,false,true,true,true,false,true,true,false,false,false,true,false,true,false,false,5340000,bytes,35596
true,false,false,false,false,false,false,true,false,false,true,false,false,false,false,false,false,true,true,true,false,false,false,false,false,false,false,false,false,true,false,true,true,true,false,false,false,false,false,true,true,false,false,false,false,true,true,true,false,false,true,false,false,false,false,false,false,true,true,true,true,true,true,true,true,false,false,false,true,true,false,false,false,false,false,true,true,false,true,true,false,true,true,false,true,false,false,true,true,false,1730176,bytes,14066
false,true,true,false,false,false,false,false,true,true,false,false,true,false,false,false,true,false,false,false,false,true,true,false,true,false,false,true,false,false,true,false,true,false,false,true,false,true,false,true,true,true,true,false,false,true,true,true,true,false,false,true,false,true,true,false,true,true,true,false,false,false,true,true,true,true,false,false,false,true,false,false,true,true,true,false,true,false,true,false,true,true,true,true,true,true,true,false,false,true,4779960,bytes,31927
false,true,false,false,true,false,false,true,false,false,true,true,false,true,true,false,false,true,false,false,true,false,true,false,false,false,true,true,false,true,true,true,false,false,true,false,false,false,false,false,true,true,true,false,true,false,true,true,true,false,true,false,true,false,true,true,true,true,true,false,true,true,true,true,false,false,false,false,false,true,true,false,true,false,false,false,true,true,false,true,false,false,false,false,false,true,false,false,true,false,4267224,bytes,28942
true,true,true,true,true,false,true,true,true,true,true,true,false,false,true,true,true,false,false,true,true,false,false,false,true,true,false,false,false,false,false,false,false,true,false,false,true,false,false,false,true,false,true,false,false,true,true,true,false,true,true,true,false,false,true,false,true,false,true,true,true,false,true,true,true,false,true,false,true,false,true,true,true,false,true,true,false,false,true,false,false,true,true,false,true,true,false,false,false,true,1575888,bytes,12676
true,false,true,true,true,true,true,true,false,true,true,false,true,false,false,false,false,false,true,true,false,false,false,false,true,true,false,false,true,true,true,false,false,true,true,true,false,false,true,false,false,true,false,false,true,true,false,false,true,false,false,false,false,true,true,false,true,false,false,false,true,false,true,false,false,false,false,false,true,true,false,false,false,false,true,true,false,false,true,true,false,true,false,true,true,false,true,false,true,false,2406848,bytes,17767
true,true,false,true,false,false,false,false,false,true,true,false,false,false,true,true,true,true,false,false,false,true,false,true,true,true,false,true,false,false,false,true,true,false,true,false,false,false,false,true,true,true,true,false,true,false,true,false,true,false,false,false,false,false,false,true,true,false,true,true,false,true,false,false,false,false,false,true,false,false,false,false,false,true,false,false,true,true,false,true,true,true,false,false,true,true,true,false,true,false,4828088,bytes,31322
false,false,false,true,true,true,false,false,true,false,true,true,false,false,false,true,true,true,false,false,false,false,true,false,false,true,true,true,true,false,true,false,false,false,true,true,true,false,true,true,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,true,false,false,true,false,false,false,false,false,false,false,true,false,true,true,true,true,true,true,false,false,true,false,true,true,false,false,true,false,true,false,false,false,true,false,5776712,bytes,37592
false,true,false,false,true,true,true,false,true,true,true,true,true,true,false,true,true,false,false,true,true,false,false,true,false,false,false,false,false,true,false,true,false,false,false,true,false,true,false,true,true,false,true,false,false,true,false,true,false,false,true,false,false,true,false,false,false,false,false,false,false,false,true,false,false,false,true,false,true,true,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,true,false,true,false,true,1464216,bytes,11959
false,true,true,true,true,false,true,true,true,true,true,false,false,false,false,true,true,true,true,false,false,false,true,false,false,true,false,false,true,false,true,true,false,true,false,false,true,true,true,true,false,false,false,false,false,false,true,false,true,true,false,false,true,true,false,false,false,false,false,true,false,false,false,false,false,true,true,true,true,false,true,false,true,true,true,false,true,true,false,false,false,false,true,true,true,true,false,true,true,false,4552952,bytes,29815
false,false,true,false,true,true,true,false,true,false,true,true,true,true,true,false,true,true,false,false,true,false,false,true,true,false,true,true,true,true,true,false,true,true,false,false,true,false,true,true,true,false,true,false,true,false,false,true,false,true,false,true,true,true,false,false,true,true,false,false,false,false,true,false,true,false,false,true,true,false,false,false,false,false,true,true,true,false,false,true,false,true,true,false,true,false,false,true,true,false,2448616,bytes,18136
true,true,true,true,false,false,false,false,false,false,true,true,false,true,false,true,true,false,false,true,false,true,false,true,true,false,true,false,false,true,true,false,true,false,false,false,false,true,true,true,true,true,true,false,true,true,true,true,false,false,false,true,true,false,false,true,false,true,true,false,false,false,false,true,false,true,true,true,false,false,true,true,true,true,false,false,false,true,false,true,true,false,false,false,false,false,false,true,false,true,5282920,bytes,34612
true,true,true,true,false,true,true,false,false,false,false,false,false,true,false,false,true,true,true,false,true,true,true,true,true,false,true,false,true,true,false,false,true,true,true,false,false,true,false,true,false,false,true,false,true,false,true,false,false,true,false,false,false,true,true,false,false,true,true,true,false,false,false,false,false,true,true,true,false,false,true,true,false,false,false,false,false,true,false,false,true,false,true,true,false,false,true,false,false,false,5349648,bytes,34093
true,true,false,true,false,true,false,false,false,false,false,true,false,true,false,true,true,true,false,true,false,false,false,true,true,true,false,true,true,false,true,false,true,true,false,true,true,false,false,true,true,true,false,false,false,true,true,false,true,false,false,true,false,true,false,false,true,false,true,false,true,true,false,true,true,false,false,true,true,true,true,true,true,true,false,true,false,true,true,true,false,false,false,true,false,false,true,false,true,true,2496936,bytes,18382
false,true,true,false,true,false,true,false,false,false,false,false,false,false,true,false,true,true,false,false,false,false,false,false,false,true,true,true,false,false,false,true,false,true,false,true,true,false,true,false,false,true,false,false,true,false,false,false,true,false,true,true,true,true,true,true,true,true,true,true,false,false,false,false,false,true,true,false,true,false,false,true,true,false,false,true,true,false,false,true,true,true,true,true,false,true,false,true,true,false,1840368,bytes,14331
true,false,false,true,true,false,true,false,false,false,false,true,false,true,false,true,false,false,true,true,false,true,true,false,true,true,true,true,false,false,true,true,true,true,true,true,false,false,true,false,false,true,true,false,true,false,true,false,true,true,true,true,false,true,true,true,false,false,true,false,false,false,true,true,true,false,false,false,false,false,true,false,true,false,true,true,true,false,true,true,true,true,false,true,false,true,true,false,true,true,2022560,bytes,15740
true,true,false,false,false,true,false,false,true,true,true,false,false,true,true,true,false,true,true,true,true,true,true,true,true,false,true,false,false,false,true,true,false,false,false,false,true,true,true,false,true,true,true,false,false,true,false,true,false,false,true,false,true,false,false,false,true,true,false,true,true,false,false,true,true,true,true,true,false,false,true,false,true,false,true,false,true,true,false,false,false,false,false,true,true,false,false,false,true,true,4652256,bytes,29878
false,true,true,true,true,true,false,true,false,false,true,true,true,false,true,false,false,true,true,false,true,true,false,true,false,true,true,false,false,true,false,false,false,false,true,false,true,false,true,false,true,false,true,false,false,true,false,true,true,true,false,false,true,true,false,true,true,true,true,true,true,true,true,false,false,false,true,true,true,true,false,true,false,true,false,true,false,true,false,false,false,false,true,true,false,false,true,true,true,true,1555504,bytes,12353
false,true,false,false,false,false,false,true,true,true,true,true,true,false,false,true,true,true,true,true,true,false,true,false,true,false,false,true,true,true,false,false,true,true,true,false,false,false,true,true,false,false,false,false,false,true,true,true,true,true,true,true,false,false,false,true,true,false,true,true,true,false,false,false,false,true,true,true,true,true,false,true,false,true,false,true,true,true,true,false,false,true,true,false,true,true,false,true,true,true,1718704,bytes,13925
true,true,true,false,true,true,false,true,false,true,false,true,false,true,true,false,false,true,false,false,true,false,false,true,false,true,true,true,true,false,true,false,false,false,false,true,false,false,false,false,false,true,true,false,true,true,true,false,true,true,false,true,false,true,false,false,true,false,false,false,true,false,true,false,true,false,false,true,true,false,false,true,true,false,true,true,true,false,true,false,false,false,false,false,true,false,false,false,true,true,2125048,bytes,15812
true,true,false,true,true,true,true,true,false,true,true,true,false,false,true,true,false,false,false,true,false,false,true,true,false,true,false,true,false,true,false,true,false,true,false,false,true,true,true,true,true,false,true,false,true,true,true,false,true,true,false,false,false,true,true,false,false,true,true,false,false,true,false,false,false,true,false,true,false,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,false,false,true,true,true,false,2028632,bytes,15681
false,false,false,true,true,true,true,true,false,true,false,false,true,true,false,false,false,true,true,true,false,false,false,true,true,false,true,true,true,false,true,false,true,false,false,false,true,true,false,false,true,false,true,false,false,false,true,true,true,false,false,false,false,true,true,false,false,true,true,true,false,true,false,false,true,false,true,true,false,true,false,true,true,false,true,true,false,true,false,false,true,false,true,true,true,false,true,true,true,false,2326024,bytes,17268
true,false,true,true,true,false,false,true,false,true,false,true,true,true,false,true,true,true,true,false,false,true,true,true,true,false,false,false,true,false,false,true,false,false,false,false,true,false,false,true,false,false,false,false,true,false,false,true,false,false,true,true,false,false,false,false,false,true,false,false,true,false,false,false,true,false,false,false,true,true,true,false,false,false,true,false,false,false,false,true,true,false,true,true,true,false,true,false,false,true,4993464,bytes,32468
false,true,false,true,true,false,true,false,true,true,false,true,false,false,false,false,false,false,false,false,true,true,true,false,true,false,false,false,false,false,false,false,true,true,true,false,true,false,true,false,true,true,true,false,true,true,false,true,false,true,false,true,false,false,false,false,false,false,true,false,true,false,true,false,false,true,false,false,true,true,false,true,false,false,true,false,false,true,false,true,false,false,true,false,false,false,true,true,true,true,4508008,bytes,29772
true,true,false,false,false,true,true,true,false,true,true,false,false,false,true,true,false,false,true,true,false,true,true,true,false,false,true,false,true,true,true,false,false,true,false,false,false,false,true,false,true,false,true,false,true,false,false,true,false,true,false,false,false,true,true,true,false,true,true,true,true,true,true,true,true,false,true,false,true,true,false,false,false,true,true,false,true,true,false,true,false,false,false,false,false,false,false,true,true,false,5124552,bytes,32139
true,false,true,true,false,true,true,true,true,false,false,true,true,false,true,false,false,true,true,false,true,false,false,false,false,true,false,false,true,false,true,true,false,false,true,true,true,false,false,true,true,false,false,false,true,false,false,false,false,false,false,true,false,true,false,false,false,true,false,true,true,true,true,false,true,false,false,true,true,false,true,true,true,true,false,false,true,false,false,true,false,false,true,true,true,false,true,false,false,false,4726136,bytes,30300
true,false,true,true,true,false,false,false,true,false,true,false,false,false,false,true,false,false,true,true,false,true,false,true,false,false,true,false,true,true,false,true,false,false,false,false,true,false,false,true,false,true,true,false,true,true,false,false,false,false,true,true,true,true,true,true,true,false,true,false,true,true,true,false,true,false,false,true,true,true,false,true,true,true,false,true,false,true,false,true,true,false,true,false,false,false,true,true,true,false,1819752,bytes,14416
true,true,true,true,false,true,true,false,true,false,true,false,true,false,true,true,false,false,false,false,false,false,false,true,true,false,false,false,true,false,true,true,true,false,false,false,false,false,false,true,true,true,false,false,false,false,false,true,false,false,true,false,true,true,true,true,false,false,true,true,false,false,true,true,false,true,false,false,true,false,true,false,false,false,false,true,true,false,false,false,false,true,true,true,true,false,true,true,true,true,1853544,bytes,14529
false,true,true,true,true,true,false,true,true,false,false,false,true,false,false,false,true,false,true,true,true,false,false,false,true,true,false,false,true,true,true,false,false,false,true,false,false,false,false,true,true,true,true,false,true,false,true,true,true,false,true,false,true,false,false,true,true,true,true,true,true,true,true,true,false,false,false,false,true,false,false,true,true,true,false,true,false,false,true,true,false,false,true,false,true,true,true,true,true,false,2431408,bytes,17963
false,true,false,true,true,true,false,true,true,true,false,false,true,false,true,true,true,true,false,true,false,true,true,true,false,false,true,false,true,false,true,false,true,false,true,false,true,false,false,false,false,true,true,false,true,true,true,false,true,false,false,false,true,false,false,false,true,true,false,false,true,true,true,false,false,false,false,true,true,true,false,true,true,true,true,true,false,false,true,true,false,true,true,false,true,false,true,false,true,true,2386144,bytes,17691
false,false,false,true,false,true,false,false,false,true,true,true,true,true,false,false,false,false,false,false,false,true,false,false,true,true,true,true,true,true,true,true,false,false,true,false,false,true,true,false,false,false,true,false,true,true,false,false,true,true,true,false,false,true,false,false,false,false,false,true,true,true,false,true,false,false,false,true,true,true,true,false,false,false,true,false,true,false,true,false,true,false,false,true,false,true,false,false,true,true,4507376,bytes,28884
true,true,false,false,false,true,false,true,true,false,true,true,false,false,true,false,true,false,false,true,true,true,true,false,true,true,true,true,true,true,false,true,false,false,false,true,true,false,true,false,true,true,true,false,true,true,false,true,false,false,true,true,false,true,false,false,false,false,false,true,true,true,true,false,true,true,false,false,false,false,true,false,false,false,false,true,true,true,false,false,false,true,false,false,false,false,true,true,true,true,1726824,bytes,13896
false,true,true,false,false,true,true,false,true,false,true,false,true,false,false,false,false,true,false,false,false,true,true,true,true,false,false,false,false,false,true,true,false,false,false,false,false,false,true,true,true,true,true,false,true,true,true,false,true,true,false,true,false,true,false,false,false,true,false,true,false,true,false,true,true,true,false,true,true,false,false,true,true,false,true,true,true,true,false,true,true,false,true,true,false,false,false,false,false,true,1523160,bytes,12215
false,true,false,true,true,false,true,false,true,false,false,true,true,true,false,false,true,true,true,false,false,false,false,false,true,true,false,false,false,true,false,false,true,true,true,false,true,true,true,false,true,false,true,false,true,true,true,true,true,false,true,false,true,true,true,true,true,false,false,true,false,true,false,false,true,false,true,false,false,true,true,false,false,false,true,true,false,false,true,true,true,false,true,false,false,false,false,true,true,true,1504648,bytes,12020
false,true,false,false,true,true,false,true,false,false,false,false,false,true,false,false,false,true,true,false,true,true,true,false,true,false,false,true,false,false,false,true,false,true,false,false,false,false,true,false,true,false,false,false,true,false,true,true,false,true,false,true,false,false,true,false,true,true,false,true,true,false,false,true,false,true,false,true,true,false,true,false,false,false,false,true,true,true,true,true,false,false,true,true,true,false,false,false,false,false,1686144,bytes,13543
true,false,true,true,false,true,true,false,false,true,true,false,false,false,true,true,false,false,false,true,true,false,true,false,false,false,true,false,false,false,true,false,false,false,true,false,true,true,false,true,false,false,true,false,false,false,false,false,true,true,true,false,true,true,true,false,false,true,true,false,false,false,false,false,true,true,true,false,true,false,true,true,true,true,true,true,false,false,true,false,false,true,true,true,true,false,true,false,false,true,2152984,bytes,15826
true,false,false,false,true,true,true,false,false,true,false,false,true,false,false,false,false,true,true,true,false,true,true,false,false,false,true,true,true,true,true,true,true,true,true,true,true,true,false,false,true,true,false,false,false,false,false,false,false,false,false,true,true,false,false,true,true,false,false,false,false,true,false,true,true,true,false,true,true,true,true,true,true,false,false,false,true,false,false,true,true,true,false,false,false,false,true,true,true,false,4956512,bytes,33307
true,true,false,true,false,false,false,false,false,true,false,false,true,true,true,false,true,true,false,true,false,true,false,true,false,true,true,false,true,false,true,true,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,true,true,true,false,false,false,false,false,false,false,true,true,false,false,true,false,false,false,true,false,false,true,false,false,true,true,true,false,false,true,false,false,false,true,false,true,true,false,true,false,false,false,true,4084760,bytes,26835
false,true,false,false,false,false,true,false,true,true,true,false,true,false,true,true,true,true,false,false,false,false,true,true,false,false,true,false,false,false,false,true,false,true,true,true,true,false,true,false,true,true,false,false,false,false,false,false,false,true,true,false,true,false,false,true,true,true,true,true,false,false,true,true,true,false,false,true,false,false,false,false,false,true,false,false,false,false,true,true,true,true,true,false,true,false,true,true,true,true,4410336,bytes,28995
false,true,false,false,false,false,false,false,true,false,true,true,true,false,false,true,true,false,false,false,true,true,false,true,true,true,true,false,false,false,true,false,true,true,true,false,false,false,false,false,true,false,false,false,true,false,false,false,false,true,true,false,false,false,false,true,true,true,true,false,false,false,false,false,true,true,false,false,true,true,true,true,false,true,true,false,true,true,false,false,false,false,true,false,false,true,true,true,true,true,4911824,bytes,33045
false,true,false,false,true,false,false,false,false,false,true,true,false,true,false,false,true,false,true,true,true,true,false,true,false,false,true,true,true,false,true,false,true,true,true,true,true,true,true,false,false,true,false,false,true,false,true,false,true,false,true,true,false,true,true,false,false,false,false,false,true,true,false,false,true,true,true,false,true,false,false,false,false,true,false,true,true,false,true,true,true,true,true,true,false,false,false,true,true,false,2371264,bytes,17722
true,true,true,false,false,false,false,false,false,true,true,true,true,true,true,false,false,true,true,true,true,true,false,true,true,true,false,false,true,true,false,true,true,false,false,true,true,false,false,true,false,false,false,false,true,false,true,true,true,true,true,false,true,false,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,true,true,true,true,false,false,true,true,false,false,true,true,false,true,true,true,true,true,false,false,false,1798400,bytes,14465
true,false,false,true,false,true,true,true,true,true,true,true,false,false,false,false,false,true,false,false,false,true,true,false,false,false,true,true,false,false,true,true,true,false,true,false,false,false,false,false,true,true,false,false,true,true,true,false,false,false,false,false,true,false,false,false,false,true,false,true,true,false,true,false,false,true,false,true,false,true,true,true,false,true,false,true,false,false,false,false,true,false,true,true,true,false,true,false,false,false,2112360,bytes,16474
false,false,true,true,true,false,false,false,true,true,true,false,true,true,false,false,true,true,true,true,false,false,true,true,false,false,false,false,true,true,false,false,true,true,true,false,true,true,true,false,true,false,false,false,false,true,true,true,false,false,false,true,false,false,true,true,false,false,false,false,false,true,false,true,true,true,false,true,false,true,false,false,true,true,true,false,false,false,true,true,true,true,false,true,false,false,true,false,false,false,4803064,bytes,32154
false,true,false,false,false,true,false,true,false,false,false,false,false,true,true,true,false,false,true,false,false,true,true,true,false,false,false,true,false,true,true,true,true,false,true,false,false,false,false,false,true,true,false,false,false,true,false,false,true,true,false,false,false,false,true,true,true,false,true,false,false,false,false,true,true,false,true,false,true,true,false,false,false,false,true,true,false,true,false,false,true,false,true,false,true,false,false,false,true,false,2070408,bytes,16569
true,false,false,false,true,false,false,true,false,true,true,true,false,true,true,true,true,true,false,false,true,true,true,true,false,true,false,true,true,false,false,true,false,true,false,true,true,true,true,false,true,true,true,false,true,true,false,false,true,false,false,true,false,false,false,false,true,true,true,false,false,true,true,false,true,false,true,false,true,false,false,true,false,true,false,true,false,false,false,true,false,true,false,true,false,true,true,false,false,false,1473432,bytes,11948
false,true,true,true,false,false,true,true,false,false,true,false,true,false,false,false,false,false,false,false,true,false,false,false,false,true,true,true,false,true,true,true,false,false,true,true,false,true,false,false,false,true,true,false,true,true,true,true,true,true,false,false,false,false,true,false,true,false,true,true,true,false,true,false,true,true,false,true,false,true,false,true,false,true,true,true,false,false,false,true,false,false,false,true,true,true,false,true,false,false,2183816,bytes,16847
false,true,false,true,true,false,false,false,true,true,true,false,true,true,false,true,false,false,false,false,false,true,false,true,false,false,true,true,true,false,true,true,false,true,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,true,true,true,true,true,false,true,true,true,true,false,true,false,false,false,true,true,false,false,false,true,true,true,true,true,true,false,false,true,false,false,false,false,true,true,false,true,false,false,1477424,bytes,12110
false,true,true,true,false,false,false,false,false,false,true,false,true,false,false,false,false,true,false,true,true,false,false,false,false,false,true,true,true,false,false,false,false,true,true,false,true,true,true,true,false,false,true,false,true,true,false,true,true,true,true,false,true,true,true,false,false,false,true,true,false,false,true,false,true,false,false,false,false,false,false,false,true,false,false,false,true,true,false,false,true,true,true,false,true,true,true,false,false,true,4040952,bytes,26522
false,false,false,true,false,true,false,true,false,true,true,true,true,false,true,true,true,false,false,false,true,true,true,true,true,true,true,false,true,false,false,true,false,false,true,true,false,true,true,true,true,false,false,false,false,true,true,true,true,true,false,true,false,true,true,true,true,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,true,false,true,true,false,true,true,false,false,false,false,false,false,false,true,false,false,true,1515424,bytes,12169
true,false,false,false,true,false,false,false,true,false,false,true,true,false,true,false,true,false,false,false,false,false,true,false,true,true,false,true,false,false,true,false,false,true,false,false,false,false,false,true,false,true,false,false,false,true,false,true,false,true,false,true,false,false,true,false,true,false,false,false,true,true,false,false,true,true,false,false,false,true,false,true,false,true,true,false,true,true,false,true,false,false,false,false,false,true,true,false,false,false,5203144,bytes,34353
true,true,false,true,true,false,false,true,true,false,true,true,false,false,true,false,false,true,true,true,false,false,true,false,false,true,true,false,false,false,false,false,false,true,true,false,false,false,false,false,true,true,true,false,true,false,true,false,true,true,true,false,true,false,true,true,false,false,false,false,true,true,false,false,true,false,false,true,true,false,true,false,true,true,false,false,true,false,false,false,true,false,false,true,true,true,false,true,false,false,4362664,bytes,28688
