,--with-select_module,--with-poll_module,--with-threads,--with-file-aio,--with-http_ssl_module,--with-http_v2_module,--with-http_realip_module,--with-http_addition_module,--with-http_xslt_module,--with-http_xslt_module=dynamic,--with-http_image_filter_module,--with-http_image_filter_module=dynamic,--with-http_geoip_module,--with-http_geoip_module=dynamic,--with-http_sub_module,--with-http_dav_module,--with-http_flv_module,--with-http_mp4_module,--with-http_gunzip_module,--with-http_gzip_static_module,--with-http_auth_request_module,--with-http_random_index_module,--with-http_secure_link_module,--with-http_degradation_module,--with-http_slice_module,--with-http_stub_status_module,--with-http_perl_module=dynamic,--with-mail,--with-mail=dynamic,--with-mail_ssl_module,--with-stream,--with-stream=dynamic,--with-stream_ssl_module,--with-stream_realip_module,--with-stream_geoip_module,--with-stream_geoip_module=dynamic,--with-stream_ssl_preread_module,--with-google_perftools_module,--with-compat,--with-pcre,--with-pcre-jit,--with-zlib-asm=CPU,--with-libatomic,--with-debug,--without-select_module,--without-poll_module,--without-http_charset_module,--without-http_gzip_module,--without-http_ssi_module,--without-http_userid_module,--without-http_access_module,--without-http_auth_basic_module,--without-http_mirror_module,--without-http_autoindex_module,--without-http_geo_module,--without-http_map_module,--without-http_split_clients_module,--without-http_referer_module,--without-http_rewrite_module,--without-http_proxy_module,--without-http_fastcgi_module,--without-http_uwsgi_module,--without-http_scgi_module,--without-http_grpc_module,--without-http_memcached_module,--without-http_limit_conn_module,--without-http_limit_req_module,--without-http_empty_gif_module,--without-http_browser_module,--without-http_upstream_hash_module,--without-http_upstream_ip_hash_module,--without-http_upstream_least_conn_module,--without-http_upstream_random_module,--without-http_upstream_keepalive_module,--without-http_upstream_zone_module,--without-http,--without-http-cache,--without-mail_pop3_module,--without-mail_imap_module,--without-mail_smtp_module,--without-stream_limit_conn_module,--without-stream_access_module,--without-stream_geo_module,--without-stream_map_module,--without-stream_split_clients_module,--without-stream_return_module,--without-stream_upstream_hash_module,--without-stream_upstream_least_conn_module,--without-stream_upstream_random_module,--without-stream_upstream_zone_module,binary-size,unit,nr-of-gadgets
189,False,False,True,False,False,True,False,False,True,False,True,False,False,True,True,False,False,True,True,True,True,False,True,True,False,True,False,False,False,False,True,True,True,False,False,False,True,True,False,True,True,True,True,False,True,False,False,False,True,True,True,True,False,True,False,True,True,False,False,True,False,False,False,True,True,True,False,False,True,True,True,True,False,True,False,True,True,False,True,True,True,True,False,False,True,True,True,False,False,False,1819984,bytes,14482
190,False,False,True,True,False,False,False,False,True,False,False,True,False,True,True,False,True,False,False,True,True,True,True,False,False,False,False,True,False,True,True,True,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,True,True,False,False,True,False,True,False,True,True,True,False,False,True,True,False,True,False,True,True,False,True,False,False,False,True,True,True,True,True,False,False,True,True,False,True,False,False,False,True,False,True,False,2262512,bytes,17662
191,True,True,True,False,False,True,False,False,False,True,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,True,False,True,True,False,True,True,True,False,True,True,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,True,True,True,True,False,True,False,False,True,True,True,True,True,False,True,True,True,False,False,False,False,False,False,False,1911512,bytes,15088
192,True,False,False,True,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,True,True,True,False,True,True,False,True,True,True,True,True,False,False,False,False,True,True,False,True,True,False,False,True,True,False,True,False,False,False,False,False,True,True,False,True,True,False,True,True,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,True,True,True,True,False,True,True,False,False,True,True,True,False,False,4481216,bytes,30145
193,True,True,True,False,False,True,False,False,True,False,False,False,False,True,True,False,True,True,False,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,True,False,False,False,False,True,True,True,False,True,True,False,True,True,False,True,False,True,False,False,False,True,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5355192,bytes,35122
194,False,True,False,True,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,False,False,True,False,True,False,True,True,False,True,False,False,False,False,False,False,True,True,True,False,False,False,True,True,False,False,False,False,False,True,True,False,True,True,True,True,False,False,True,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,5400704,bytes,33514
195,False,False,False,False,False,True,False,True,False,True,False,False,False,True,True,True,False,False,True,True,True,True,True,True,True,False,True,False,False,True,False,True,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,True,True,False,False,True,True,True,False,False,True,False,False,False,False,True,True,False,False,5014760,bytes,32651
196,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,True,True,False,False,True,False,True,False,False,False,True,True,False,True,True,True,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True,True,False,False,True,True,False,True,True,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,True,False,True,False,False,False,True,1759600,bytes,13970
197,False,False,False,True,False,False,True,True,False,True,True,False,True,True,False,True,False,True,True,False,False,False,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,False,False,True,True,True,False,False,True,True,True,True,True,True,False,True,True,True,True,False,True,False,False,True,False,True,False,False,False,False,True,True,False,True,True,True,False,True,False,True,True,True,False,True,False,True,False,False,True,True,True,True,False,False,1767440,bytes,14138
198,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False,True,False,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,True,False,False,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,2390368,bytes,18001
199,False,True,False,True,True,True,True,True,True,False,False,True,True,True,True,False,True,False,True,True,False,True,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,True,True,True,False,True,False,False,True,True,False,False,True,False,False,True,False,True,True,True,False,True,True,False,False,True,True,True,False,False,True,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,4778600,bytes,31000
0,True,False,True,False,False,False,True,False,True,True,True,True,True,True,False,True,False,False,True,False,True,True,False,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,False,False,False,False,True,False,True,True,True,False,True,False,False,False,False,True,False,True,True,False,True,True,False,True,True,True,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,True,True,False,False,True,True,True,True,False,True,False,1785208,bytes,14399
1,False,True,False,True,True,False,False,True,True,True,True,False,False,False,True,False,False,False,False,True,True,True,False,True,False,True,True,False,False,True,False,False,False,True,True,True,True,False,True,False,False,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,True,True,True,True,True,True,False,False,False,False,False,True,False,True,True,False,True,False,False,True,False,True,False,False,False,True,False,False,True,True,True,False,4409808,bytes,27701
2,True,False,True,False,False,True,False,True,False,False,True,True,False,False,False,True,True,True,True,False,False,False,True,False,True,False,True,True,True,True,False,False,False,True,False,True,True,True,True,True,False,False,True,False,True,True,False,False,True,True,False,False,False,False,False,True,True,False,False,True,True,True,True,False,True,True,False,False,False,False,True,False,False,False,True,True,True,False,True,False,True,True,False,True,True,False,True,True,False,False,1799824,bytes,14395
3,False,True,False,True,False,False,True,True,True,False,False,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False,True,True,True,True,False,True,True,False,False,False,True,True,True,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,True,True,False,False,True,True,True,True,False,False,False,False,True,True,True,False,True,True,True,True,True,True,1784752,bytes,14153
4,True,True,False,False,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,True,True,False,True,True,True,True,False,True,False,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,False,False,False,False,True,True,False,True,False,True,True,True,False,True,False,True,True,True,True,True,False,True,True,True,False,True,True,False,False,False,True,False,True,True,True,False,False,1773760,bytes,14126
5,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,True,True,True,False,True,True,False,False,False,False,True,False,True,False,True,False,False,True,False,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,True,False,False,4823120,bytes,31610
6,False,False,True,False,False,False,True,False,True,True,True,True,True,True,False,False,True,False,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,False,True,True,True,True,True,False,False,True,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,True,True,True,False,True,False,True,False,False,False,True,True,False,False,False,False,True,True,False,False,False,True,False,True,False,True,True,False,False,False,True,False,False,4499168,bytes,28844
7,False,True,True,False,False,True,False,True,True,False,True,False,False,False,False,True,True,False,True,False,False,True,False,False,True,True,False,False,True,False,True,True,False,False,False,False,False,True,True,True,False,True,False,False,True,False,False,False,False,True,False,True,True,False,True,True,True,False,False,False,True,False,True,True,False,False,True,True,True,False,False,True,False,True,True,False,True,True,False,False,False,False,True,False,True,True,False,False,False,True,4594776,bytes,29979
8,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,True,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,4149704,bytes,27850
9,False,True,True,True,False,False,False,False,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,True,True,True,False,False,False,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,False,True,False,False,True,True,False,False,False,True,False,False,True,True,False,True,False,True,True,True,True,False,False,True,False,True,True,False,True,True,False,False,True,True,True,False,False,4119104,bytes,28665
10,True,True,False,False,False,False,False,True,True,False,False,True,True,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,True,False,True,False,False,True,False,False,True,True,False,True,False,True,True,False,True,False,True,False,False,True,True,True,True,False,True,False,True,False,True,True,True,False,True,True,False,False,False,True,True,False,False,True,False,True,True,False,False,False,True,True,True,False,1454248,bytes,12066
11,True,False,False,True,True,False,True,False,True,True,False,True,True,False,True,False,False,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,True,True,True,False,False,True,True,True,False,True,False,True,True,False,False,True,True,True,False,True,False,True,False,False,False,False,True,False,False,True,True,True,True,True,False,True,False,True,4342784,bytes,28296
12,True,False,False,True,False,True,False,False,False,True,True,False,True,True,True,True,True,True,True,False,False,False,True,True,True,False,False,True,False,False,True,True,True,True,False,True,True,False,True,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,True,True,2121784,bytes,16430
13,False,True,True,False,False,True,True,False,True,True,False,False,False,True,False,True,False,True,False,False,True,True,True,True,True,True,False,True,False,False,True,True,True,False,True,True,False,False,False,False,False,True,False,False,True,False,True,True,True,True,False,True,False,True,False,False,False,False,False,False,True,True,True,True,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,True,True,True,False,True,True,False,False,False,2116168,bytes,16768
14,False,False,False,False,False,True,True,False,True,True,True,False,True,True,False,False,True,True,False,True,False,True,False,True,False,True,True,False,False,True,False,False,False,False,True,True,True,False,True,False,False,True,True,False,True,False,True,True,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False,False,True,True,False,False,False,False,False,True,1462344,bytes,11978
15,True,True,False,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,False,False,True,False,True,True,True,False,False,False,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,False,False,True,False,False,True,True,True,True,True,True,True,False,False,True,False,False,True,True,False,False,True,False,True,True,True,False,True,True,True,False,True,False,1477032,bytes,12157
16,False,False,False,True,False,False,False,False,False,True,True,True,True,False,False,True,False,True,True,False,False,False,True,True,False,True,True,True,False,True,True,True,False,True,True,True,True,True,True,False,True,True,True,False,True,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False,True,True,False,False,False,True,False,True,True,False,True,False,True,False,False,False,False,5207200,bytes,33746
17,True,True,True,True,True,False,True,False,True,True,True,False,False,True,True,True,True,False,True,False,True,False,True,True,False,False,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,False,False,False,False,True,True,False,False,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,True,False,False,False,True,True,False,False,False,False,True,False,False,True,True,True,False,True,False,True,True,False,False,True,False,False,5009288,bytes,32696
18,True,False,False,False,False,True,False,True,False,True,True,False,False,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,False,True,False,True,True,False,True,True,True,False,True,False,False,True,True,True,True,False,False,True,True,True,True,True,False,False,True,True,False,False,True,False,True,True,False,True,True,True,True,True,False,False,False,False,True,False,True,True,False,True,True,True,True,True,True,True,True,False,False,2556992,bytes,19346
19,True,False,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,True,True,False,False,True,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False,True,True,False,False,False,True,False,True,False,False,True,True,True,True,True,True,False,False,True,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,5167712,bytes,33790
20,True,False,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False,True,True,True,False,False,True,False,True,False,True,True,True,True,True,True,False,False,True,True,True,False,False,False,False,True,True,False,True,False,False,True,True,True,True,False,False,False,True,False,True,False,True,False,False,True,True,True,True,False,False,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,True,True,4529328,bytes,30695
21,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False,False,True,False,True,False,False,True,True,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,True,False,False,True,False,True,True,False,True,False,True,True,False,False,False,True,True,True,True,False,False,True,False,True,True,True,True,False,True,False,True,False,False,True,4604408,bytes,30140
22,False,False,False,True,True,True,True,True,False,True,True,True,False,False,False,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,True,True,True,True,True,False,True,False,False,False,True,False,False,True,True,True,False,False,True,True,True,True,True,False,True,False,True,False,True,True,False,False,True,False,False,True,True,True,True,False,False,False,True,True,1493560,bytes,12044
23,False,True,False,False,False,True,True,True,True,False,True,True,False,False,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,False,False,True,False,False,True,True,True,True,True,False,True,True,True,False,True,False,False,False,False,True,False,True,True,False,True,True,False,False,False,False,True,True,True,False,True,True,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,True,False,False,True,True,True,True,False,True,1494440,bytes,12095
24,False,True,False,False,True,False,True,False,False,True,True,False,False,True,False,False,True,True,False,False,True,True,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,True,False,True,False,True,True,False,True,False,False,True,True,False,True,False,True,False,False,False,True,True,True,False,False,True,True,True,True,True,True,False,True,False,False,True,False,False,4388752,bytes,29522
25,False,True,False,True,False,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,False,False,True,False,True,True,True,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True,False,True,False,False,True,False,True,False,True,True,True,True,True,False,True,True,False,False,True,True,False,True,True,True,True,True,2270888,bytes,16906
26,True,True,False,False,True,False,False,True,False,False,False,True,False,True,True,True,True,True,False,True,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,True,True,True,True,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,True,True,False,False,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,True,True,True,True,True,False,False,False,True,True,False,True,True,True,4513976,bytes,30648
27,True,True,False,False,True,False,True,False,True,False,True,True,True,False,False,True,True,True,False,False,True,False,False,True,True,True,True,False,True,True,True,False,True,True,True,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,True,True,True,False,True,5287424,bytes,34323
28,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,True,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,True,True,False,True,False,False,True,False,False,False,True,False,False,True,True,True,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,True,True,True,False,False,False,False,True,False,False,False,False,True,False,True,1518768,bytes,12215
29,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,True,False,True,False,True,True,True,True,False,True,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,False,True,False,True,True,False,False,True,False,False,True,True,False,False,False,True,False,False,1718704,bytes,13943
30,False,True,False,False,True,True,False,False,False,False,True,True,True,False,True,False,False,False,False,True,True,False,True,False,False,True,True,True,False,True,True,False,True,False,True,True,True,False,False,False,False,True,False,False,True,False,True,True,True,True,True,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,5970440,bytes,38926
31,False,False,True,False,True,True,False,False,True,False,False,True,True,True,False,True,False,True,False,True,True,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False,True,True,False,True,True,False,False,False,True,False,False,False,True,True,True,False,True,False,False,True,False,True,True,False,False,True,False,True,True,False,True,True,True,False,False,False,False,False,False,True,False,True,True,True,False,True,True,True,False,False,True,True,True,False,2078552,bytes,15608
32,True,True,False,True,False,False,True,False,True,False,True,False,True,True,True,False,False,True,False,True,True,True,False,False,False,False,False,True,True,False,False,False,True,False,False,True,True,True,True,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,True,True,True,False,False,False,False,True,False,True,False,True,False,True,True,False,True,True,True,False,True,False,True,True,True,False,False,False,False,True,False,False,True,True,False,1516104,bytes,12285
33,True,False,True,False,False,False,True,False,False,False,True,True,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,True,True,False,True,True,True,True,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,True,True,True,True,False,True,False,True,False,True,True,True,True,False,True,True,False,True,False,True,False,False,2686824,bytes,19957
34,True,False,False,False,True,True,False,True,True,True,True,False,False,True,False,False,False,False,False,True,False,True,False,True,True,False,True,True,True,True,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,True,False,True,True,False,False,False,True,False,False,True,False,True,False,False,True,True,True,True,True,False,False,True,False,True,False,True,True,True,False,True,True,1762008,bytes,14073
35,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,True,True,True,False,True,False,False,False,True,False,False,True,True,True,False,False,False,True,True,False,True,True,True,True,True,True,False,False,False,True,False,True,True,False,False,False,True,False,True,True,False,True,True,True,True,True,True,False,False,True,True,False,True,1815216,bytes,14537
36,True,False,False,True,True,False,True,False,True,False,True,True,False,False,True,False,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,False,True,False,True,False,True,True,True,False,False,False,True,False,False,True,True,False,False,True,False,False,True,True,False,False,True,True,False,False,False,True,True,False,False,True,False,False,False,False,5273712,bytes,34791
37,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,True,True,False,True,False,True,True,True,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,True,True,False,False,True,True,True,True,True,True,False,True,False,True,True,False,False,True,True,False,True,False,True,True,False,True,False,False,True,False,False,True,False,True,False,True,True,True,True,False,True,False,True,False,True,False,True,False,False,4085400,bytes,26535
38,True,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,True,False,False,True,True,True,False,False,True,False,False,False,True,True,False,True,True,False,False,True,False,False,True,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,True,True,True,True,True,True,5611432,bytes,36527
39,True,False,True,False,False,False,False,True,True,False,True,True,False,True,True,True,True,True,True,False,False,False,False,True,False,True,True,True,False,False,False,False,False,True,True,False,False,True,False,True,True,True,False,False,False,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,False,True,True,False,False,True,False,True,True,False,False,False,False,False,True,False,True,False,False,False,True,True,True,True,True,True,4516816,bytes,29553
40,False,False,True,True,True,False,True,False,True,False,False,True,True,True,False,False,True,False,True,False,False,False,False,True,True,True,False,False,False,False,True,True,True,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,False,True,True,True,4567200,bytes,28767
41,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,True,True,False,False,True,True,True,True,False,False,True,True,True,False,False,False,False,True,False,True,True,False,False,False,True,False,True,True,False,False,True,True,True,True,False,True,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,True,True,False,False,False,True,True,False,False,False,True,False,True,False,True,True,True,False,True,5194880,bytes,33869
42,True,True,True,True,False,True,True,False,True,True,True,False,True,False,False,False,False,False,True,True,True,False,True,False,True,True,True,True,True,False,False,True,False,False,False,False,True,True,True,False,False,False,True,False,False,False,True,True,False,True,True,True,False,False,False,True,True,False,False,False,True,False,False,True,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,True,4990552,bytes,31493
43,True,True,True,True,True,False,True,False,True,False,True,True,False,False,False,False,False,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False,True,True,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,True,False,True,False,True,True,True,True,False,True,False,True,False,True,False,True,True,False,False,False,True,True,False,True,True,False,True,True,False,True,True,True,False,True,True,False,True,False,False,1611952,bytes,12827
44,True,True,True,False,False,False,True,True,True,False,False,True,False,False,True,True,True,False,True,False,True,False,True,False,True,True,True,True,False,False,True,True,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,True,True,False,False,False,True,True,True,True,False,True,False,False,False,True,False,False,True,True,True,False,True,1862736,bytes,14412
45,False,True,False,False,False,True,True,True,True,False,False,False,False,False,True,False,False,True,False,True,False,True,True,False,True,True,True,True,False,True,False,False,True,True,False,True,True,True,False,True,True,False,False,False,False,True,False,False,True,False,True,False,True,True,False,True,True,True,True,False,True,False,True,True,True,False,False,True,False,True,False,True,True,True,False,False,True,False,False,True,False,False,True,False,True,True,True,False,True,False,5074712,bytes,32914
46,False,False,False,True,True,False,True,False,True,True,True,True,False,False,False,True,True,False,True,True,False,False,True,False,True,False,True,True,False,False,True,False,False,True,True,True,True,False,True,True,False,True,False,False,False,False,True,False,True,True,True,True,False,False,True,True,False,True,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,False,False,False,True,False,True,True,False,True,True,True,True,True,False,True,True,False,5003872,bytes,32630
47,True,True,False,True,True,True,True,False,True,True,False,True,True,True,False,True,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False,True,True,False,True,False,False,False,False,False,False,True,True,False,True,True,True,True,False,False,True,True,False,True,False,True,True,False,False,False,True,False,True,False,True,True,True,False,True,False,False,True,True,True,True,True,False,True,False,False,True,False,True,True,False,True,True,False,True,True,1748104,bytes,13921
48,True,False,False,False,False,True,True,False,True,False,True,False,True,False,True,True,True,True,False,True,True,False,True,True,False,False,False,True,False,False,True,True,True,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,True,True,False,False,False,True,False,True,False,True,False,True,True,True,False,False,False,False,True,False,False,False,1999744,bytes,15758
49,True,False,False,False,True,False,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,True,True,False,False,False,True,True,True,False,False,False,True,False,True,True,False,True,True,False,True,False,False,True,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,False,False,False,True,True,False,True,False,True,False,4094984,bytes,28578
50,False,True,False,False,True,True,False,True,True,True,False,True,False,False,True,False,True,False,True,False,True,True,False,True,False,False,False,True,True,True,False,False,True,True,False,True,False,False,False,False,True,False,True,False,True,True,True,False,True,False,True,True,True,True,False,False,False,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,False,False,True,False,True,True,False,1718952,bytes,13884
51,False,True,False,True,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False,True,True,False,True,True,False,False,False,True,True,False,False,True,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,True,True,True,True,False,False,False,True,False,False,False,True,False,False,False,True,True,True,True,False,False,False,False,True,False,True,True,True,True,False,False,True,False,True,False,True,True,False,False,False,False,True,True,1781248,bytes,14069
52,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,True,True,False,True,True,True,True,True,True,True,True,False,True,False,True,1738456,bytes,13950
53,False,False,True,False,True,False,True,False,True,False,False,True,True,False,True,True,False,True,False,False,False,False,False,True,False,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,False,False,True,False,False,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,False,False,False,False,False,True,False,True,False,True,True,False,False,True,False,True,False,False,True,True,True,True,True,True,False,True,True,False,False,True,2093352,bytes,16704
54,False,False,False,False,True,True,True,False,True,True,True,True,True,False,False,False,False,True,True,True,True,False,True,True,False,False,True,False,True,True,True,True,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,False,False,False,True,True,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True,4638984,bytes,30661
55,False,True,True,False,True,True,False,False,False,True,False,True,False,False,True,True,False,True,True,False,True,True,True,False,False,True,False,False,False,False,True,False,True,True,True,True,True,True,False,True,False,False,False,False,True,True,True,False,False,True,False,False,False,True,True,False,False,False,True,True,False,True,False,True,False,False,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True,False,True,True,False,True,False,False,False,True,5450776,bytes,35155
