--disable-option-checking,--disable-libtool-lock,--disable-largefile,--disable-threadsafe,--disable-tcl,--disable-readline,--disable-amalgamation,--disable-load-extension,--disable-math,--enable-shared=no,--enable-static,--enable-fast-install,--enable-releasemode,--enable-tempstore,--enable-editline,--enable-debug,--enable-all,--enable-memsys5,--enable-memsys3,--enable-fts3,--enable-fts4,--enable-fts5,--enable-json1,--enable-update-limit,--enable-geopoly,--enable-rtree,--enable-session,--enable-gcov,--with-pic,--with-gnu-ld,--with-tcl=/usr/lib64,binary-size,unit,nr-of-gadgets
true,true,false,true,true,true,true,true,true,true,false,true,false,true,false,false,true,true,true,false,true,false,true,false,true,true,false,false,false,false,false,10073528,bytes,79141
true,true,true,true,true,false,false,false,true,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,true,true,true,true,false,false,8857912,bytes,69824
true,false,false,false,true,false,true,false,true,false,false,true,false,true,false,false,true,true,true,false,true,true,true,false,true,true,true,false,false,true,true,10198496,bytes,80560
false,true,false,false,false,true,true,true,false,false,false,false,true,true,false,false,false,false,false,false,true,false,false,true,true,false,false,true,false,true,false,8663520,bytes,68196
true,true,false,false,false,true,true,true,true,false,false,true,true,true,true,false,false,false,true,true,true,true,false,false,true,false,true,false,false,true,false,10148952,bytes,79536
false,false,false,false,true,true,false,false,true,false,false,false,false,false,true,false,true,true,false,false,true,false,true,true,false,false,true,false,false,true,true,10213632,bytes,80003
true,true,true,false,true,false,false,false,true,true,true,true,true,false,false,false,false,true,false,true,true,true,false,true,true,false,true,true,true,true,false,10216136,bytes,80217
true,true,false,true,false,true,true,true,true,true,true,false,true,false,false,false,true,true,true,false,false,false,true,false,true,false,false,false,false,true,true,10073528,bytes,79141
false,false,false,false,true,false,false,false,false,false,true,false,true,false,true,false,true,false,false,false,false,true,false,true,false,true,true,true,false,false,false,10230864,bytes,80157
true,false,true,true,false,false,false,false,true,false,true,false,true,true,true,false,false,false,false,false,true,true,false,false,false,false,false,true,false,true,true,9606192,bytes,75794
false,true,true,true,false,false,false,true,true,true,false,false,false,true,true,false,true,false,false,true,true,false,false,true,true,true,true,true,false,true,false,10085176,bytes,79241
true,false,true,true,true,false,false,true,true,false,true,true,false,false,false,false,true,true,false,true,false,true,false,false,false,true,false,false,true,true,true,10080064,bytes,79255
false,true,true,true,true,false,false,true,false,true,true,false,false,true,true,false,true,false,true,true,true,false,false,true,true,true,true,true,true,false,false,10113840,bytes,79409
false,true,false,false,false,true,false,false,true,false,true,false,true,false,true,false,true,true,false,false,true,false,false,false,false,false,false,true,true,true,true,10196032,bytes,81048
false,true,false,false,true,false,false,false,true,false,true,true,true,false,true,false,true,true,false,false,true,true,true,true,true,true,true,false,false,false,false,10216096,bytes,80202
true,true,true,false,true,true,false,false,true,false,true,true,false,true,true,false,true,false,false,true,true,true,false,true,true,false,true,false,true,true,true,10199288,bytes,80510
